timestamp,id,estado,pos_x,pos_y,evento
29654740,2,MANUAL,0,50,INFO
29654762,2,MANUAL,0,50,INFO
29654813,2,MANUAL,0,50,INFO
29654863,2,MANUAL,0,50,INFO
29654914,2,MANUAL,0,50,INFO
29654965,2,MANUAL,0,50,INFO
29655016,2,MANUAL,0,50,INFO
29655067,2,MANUAL,0,50,INFO
29655117,2,MANUAL,0,50,INFO
29655168,2,MANUAL,0,50,INFO
29655219,2,MANUAL,0,50,INFO
29655270,2,MANUAL,0,50,INFO
29655321,2,MANUAL,0,50,INFO
29655371,2,MANUAL,0,50,INFO
29655422,2,MANUAL,0,50,INFO
29655473,2,MANUAL,0,50,INFO
29655524,2,MANUAL,0,50,INFO
29655575,2,MANUAL,0,50,INFO
29655625,2,MANUAL,0,50,INFO
29655676,2,MANUAL,0,50,INFO
29655728,2,MANUAL,0,50,INFO
29655778,2,MANUAL,0,50,INFO
29655830,2,MANUAL,0,50,INFO
29655881,2,MANUAL,0,50,INFO
29655931,2,MANUAL,0,50,INFO
29655982,2,MANUAL,0,50,INFO
29656034,2,MANUAL,0,50,INFO
29656085,2,MANUAL,0,50,INFO
29656136,2,MANUAL,0,50,INFO
29656188,2,MANUAL,0,50,INFO
29656238,2,MANUAL,0,50,INFO
29656289,2,MANUAL,0,50,INFO
29656340,2,MANUAL,0,50,INFO
29656391,2,MANUAL,0,50,INFO
29656442,2,MANUAL,0,50,INFO
29656494,2,MANUAL,0,50,INFO
29656545,2,MANUAL,0,50,INFO
29656597,2,MANUAL,0,50,INFO
29656651,2,MANUAL,0,50,INFO
29656700,2,MANUAL,0,50,INFO
29656751,2,MANUAL,0,50,INFO
29656802,2,MANUAL,0,50,INFO
29656853,2,MANUAL,0,50,INFO
29656904,2,MANUAL,0,50,INFO
29656954,2,MANUAL,0,50,INFO
29657006,2,MANUAL,0,50,INFO
29657057,2,MANUAL,0,50,INFO
29657107,2,MANUAL,0,50,INFO
29657158,2,MANUAL,0,50,INFO
29657209,2,MANUAL,0,50,INFO
29657260,2,MANUAL,0,50,INFO
29657311,2,MANUAL,0,50,INFO
29657363,2,MANUAL,0,50,INFO
29657413,2,MANUAL,0,50,INFO
29657464,2,MANUAL,0,50,INFO
29657515,2,MANUAL,0,50,INFO
29657566,2,MANUAL,0,50,INFO
29657617,2,MANUAL,0,50,INFO
29657668,2,MANUAL,0,50,INFO
29657719,2,MANUAL,0,50,INFO
29657769,2,MANUAL,0,50,INFO
29657820,2,MANUAL,0,50,INFO
29657871,2,MANUAL,0,50,INFO
29657922,2,MANUAL,0,50,INFO
29657972,2,MANUAL,0,50,INFO
29658023,2,MANUAL,0,50,INFO
29658074,2,MANUAL,0,50,INFO
29658125,2,MANUAL,0,50,INFO
29658176,2,MANUAL,0,50,INFO
29658227,2,MANUAL,0,50,INFO
29658277,2,MANUAL,0,50,INFO
29658328,2,MANUAL,0,50,INFO
29658379,2,MANUAL,0,50,INFO
29658430,2,MANUAL,0,50,INFO
29658480,2,MANUAL,0,50,INFO
29658531,2,MANUAL,0,50,INFO
29658582,2,MANUAL,0,50,INFO
29658633,2,MANUAL,0,50,INFO
29658684,2,MANUAL,0,50,INFO
29658734,2,MANUAL,0,50,INFO
29658785,2,MANUAL,0,50,INFO
29658836,2,MANUAL,0,50,INFO
29658887,2,MANUAL,0,50,INFO
29658938,2,MANUAL,0,50,INFO
29658989,2,MANUAL,0,50,INFO
